FP1-F7 delta,FP1-F7 theta,FP1-F7 alpha,FP1-F7 beta,F7-T7 delta,F7-T7 theta,F7-T7 alpha,F7-T7 beta,T7-P7 delta,T7-P7 theta,T7-P7 alpha,T7-P7 beta,P7-O1 delta,P7-O1 theta,P7-O1 alpha,P7-O1 beta,FP1-F3 delta,FP1-F3 theta,FP1-F3 alpha,FP1-F3 beta,F3-C3 delta,F3-C3 theta,F3-C3 alpha,F3-C3 beta,C3-P3 delta,C3-P3 theta,C3-P3 alpha,C3-P3 beta,P3-O1 delta,P3-O1 theta,P3-O1 alpha,P3-O1 beta,FP2-F4 delta,FP2-F4 theta,FP2-F4 alpha,FP2-F4 beta,F4-C4 delta,F4-C4 theta,F4-C4 alpha,F4-C4 beta,C4-P4 delta,C4-P4 theta,C4-P4 alpha,C4-P4 beta,P4-O2 delta,P4-O2 theta,P4-O2 alpha,P4-O2 beta,FP2-F8 delta,FP2-F8 theta,FP2-F8 alpha,FP2-F8 beta,F8-T8 delta,F8-T8 theta,F8-T8 alpha,F8-T8 beta,T8-P8 delta,T8-P8 theta,T8-P8 alpha,T8-P8 beta,P8-O2 delta,P8-O2 theta,P8-O2 alpha,P8-O2 beta,FZ-CZ delta,FZ-CZ theta,FZ-CZ alpha,FZ-CZ beta,CZ-PZ delta,CZ-PZ theta,CZ-PZ alpha,CZ-PZ beta,P7-T7 delta,P7-T7 theta,P7-T7 alpha,P7-T7 beta,T7-FT9 delta,T7-FT9 theta,T7-FT9 alpha,T7-FT9 beta,FT9-FT10 delta,FT9-FT10 theta,FT9-FT10 alpha,FT9-FT10 beta,FT10-T8 delta,FT10-T8 theta,FT10-T8 alpha,FT10-T8 beta,label,file,type,C4-P4 theta vs delta,T8-P8 theta vs delta,P7-O1 theta vs delta,FT9-FT10 theta vs alpha,FT9-FT10 theta vs beta,FT9-FT10 theta vs delta,FT9-FT10 alpha vs beta,FT9-FT10 alpha vs delta,FT9-FT10 beta vs delta
7005.6536,214.2891582,7.670475716,8.244199727,163.9959674,67.89991673,20.92090024,1.313095187,117.7356861,62.243472,25.29352994,1.440660735,177.4048674,107.4661911,16.11045278,0.74730867,4392.84518,49.40254678,15.89197107,7.949487001,176.9407523,106.2754845,79.87119389,3.444964354,182.1648547,43.79625085,24.40370108,2.197456474,110.3680868,49.25854493,21.386158,1.096296498,4369.210122,71.77046031,40.21632355,8.243077187,140.431157,15.13452926,11.72933384,1.668657075,57.74914561,19.46929122,63.83171892,1.990453394,128.3300528,79.46581495,36.38861041,1.366814034,2018.169658,222.4443026,6.999696312,8.06464154,2584.54349,141.1053312,9.012508238,0.741158197,175.2872865,41.76554589,30.96736443,0.793360292,36.65556681,23.94515532,19.63685456,0.689762962,105.4965237,42.30884729,31.45403454,2.520805436,77.72237818,39.43187108,32.86541871,3.018883983,116.8311109,62.24353628,25.29348996,1.440659441,317.668019,58.57972904,7.638315187,0.721135964,1529.322976,282.854028,9.085519065,0.928691432,78.46873879,43.37306443,5.898400103,0.502908846,0,17,day,1124.33493359,7320.96920825,19065.0253821,2569.87566401,262.68411231,432575.163875,8.43764371094,13894.693055,1420.26914457
347.7793733,61.89136624,16.43793081,8.096009415,21.8085379,29.94012354,14.87023658,1.176707976,42.56457383,74.9011446,23.29074341,1.763006872,188.3196225,51.05955007,12.2026172,0.797676416,289.577774,57.94625854,19.31951779,9.799190582,159.8143231,50.49756836,54.38942706,2.541641792,18.60463905,16.53640881,12.56626018,1.110796477,647.8551992,48.44930684,8.922132767,0.739467306,348.9150751,83.65713626,24.67129247,8.618571181,54.16502226,39.33211146,34.12281788,2.521266081,501.7429428,22.18449707,19.2302417,1.369581758,1444.615182,15.03026956,7.332404923,1.157815212,592.1145886,111.8749989,30.53222916,7.624492577,53.62149519,9.879973034,10.13833598,1.220400455,68.38559078,13.35962567,9.305299737,1.047546164,532.8680243,12.01260861,3.581414312,1.253364132,33.18486888,43.24249255,14.37750339,1.577921647,198.3056065,37.65258684,29.27905294,1.684859636,42.29874577,74.90091213,23.29073028,1.763006616,179.2869815,61.99169801,5.247830315,0.477998389,109.5699652,77.70575098,11.53334494,1.613767525,78.3734564,11.71122254,5.081229945,0.529660772,0,17,day,11130.9148444,913.605894043,9615.5151942,896.207229874,125.399017437,8514.21643072,18.6121375188,1263.70820372,176.820451555
65.28271485,21.76639521,6.892375296,3.094273799,66.73781648,70.55355837,8.582000243,0.921981997,98.79657047,36.90270913,21.37946163,1.623691412,159.5890172,44.78976637,13.64165948,1.121005169,114.7675664,21.56685127,7.722628333,3.958506086,42.93485969,35.05466163,42.93037592,1.084766739,176.8489819,15.54161768,5.020372169,0.758981236,112.079975,34.65892375,20.82124086,1.072264529,115.3613988,6.801172048,7.515835509,3.96491192,71.77768175,11.8648297,9.295948942,1.243966336,85.27923488,16.9186818,8.44594185,0.783079415,338.1220405,26.68994316,6.999463021,2.155180468,41.465608,13.03765987,7.199273312,2.199210649,58.93970924,10.30408485,5.869538896,1.853089042,59.91237512,23.1779296,25.80298763,2.785793677,88.81468572,21.47337496,10.9627634,1.405908002,46.71069808,31.94559261,23.07906022,0.800861766,194.0965946,47.12084643,19.76695186,1.411300274,99.24596271,36.90256564,21.37944596,1.623692117,64.21947383,27.53873474,5.721357498,1.616973587,42.23794102,37.55014784,20.12382906,5.556358947,41.81575417,7.535566335,3.613893613,1.916287641,0,17,day,1442.81223908,1388.6448127,7147.95479561,755.65275631,208.642099912,1586.04092976,111.815217645,849.989104933,234.689161489
343.2649003,62.07944693,6.231796655,8.899270496,620.2309942,101.7971136,20.71704265,4.775728776,1255.22147,111.4714485,3.986314373,5.272132352,33516.18818,1212.117956,128.6584221,12.41778631,485.900128,96.49678486,13.0046855,9.317380473,827.4140756,126.4402521,44.9215139,13.61245954,14385.54042,298.947769,77.32822071,21.28517226,70000.29512,2341.410259,128.7329019,15.05667882,691.3233086,113.6227845,7.508336925,4.979836016,94.56501294,28.13924447,17.19985861,1.717359319,3230.271841,234.7244549,7.81833457,0.929304493,3734.897199,295.5083068,31.30219383,6.562519201,1580.516528,226.2768491,12.29032013,5.001019109,285.0697347,48.15111943,5.110297175,6.277805959,2001.223534,179.7205017,17.0456127,8.154136204,1157.972284,216.2905761,7.233168281,5.503861298,86.59541287,90.88088527,57.45059466,7.675424677,21794.33373,1129.621688,246.1632484,54.24832192,1249.791919,111.4718667,3.986306952,5.272132082,367.2201374,47.33964539,6.979980184,3.753696389,2185.70945,132.9100371,18.32863136,7.026016235,102.8369076,22.55985276,5.945508591,4.679402396,0,17,day,758223.797058,359660.897544,40625573.5097,2436.05907405,933.828078459,290502.724089,128.777261501,40061.0627691,15356.8300807
3576.480906,638.815378,18.75040863,115.2043744,382.7102289,105.4299633,49.65416281,82.67690718,1147.454197,75.31036493,12.89528282,5.260562163,1314.856033,153.4235661,41.10458183,14.46843991,3665.637669,605.2921005,32.63344541,12.73770307,343.9989763,66.74520677,8.458742839,7.014018507,6187.061949,133.7483957,5.835228005,2.566230726,8923.508274,201.2752548,14.28224241,10.47309449,3089.540739,674.9585272,35.02615881,11.08782104,288.7418155,38.42763592,9.780115623,3.287476965,600.2745117,29.90292373,20.804542,1.703730061,446.3898484,33.35962566,11.67482707,5.719068616,2074.122788,726.5137667,46.30055473,14.68792842,1059.899632,169.9383855,31.5245842,16.42348514,404.7589531,40.18486839,29.06835911,9.393452063,777.7031287,42.80080674,13.59282797,5.878931104,136.8040919,32.70521139,4.616577683,1.773251047,362.7951722,88.53286429,19.07195496,2.326823732,1143.166448,75.31078041,12.89529373,5.260562267,298.0328574,36.61438206,10.7661029,9.789414558,624.2198219,149.0539517,47.04411175,14.75457745,539.6025841,54.70783975,15.18430372,12.06805519,0,17,day,17949.9629404,16265.18526,201729.901491,7012.11076055,2199.22807459,93042.4311837,694.115990382,29365.867058,9210.09970805
30.54126789,13.27889949,2.373438971,3.426545439,33.21834998,35.53260142,6.242303277,2.747623482,83.20484986,23.41665622,7.459252931,1.828789708,4315.350463,50.2086696,27.97261134,1.716576189,57.65184967,28.25560406,3.100912711,6.226332011,33.46347175,47.42577699,9.725614429,2.399394703,524.1144912,38.45105743,4.886354814,0.940084907,7349.080117,96.32359321,11.58744308,0.877630987,75.28650598,11.54446586,5.219520611,8.035582558,23.15053097,11.69278374,9.814736501,1.788165885,104.8432601,26.7065702,10.73925488,0.706718071,233.979583,32.86562709,8.45896022,0.704901958,285.2063175,15.31181104,5.937986697,5.736861481,54.37737703,7.133433149,4.747104627,0.983134552,104.1030801,22.91770354,23.02606452,0.783426945,238.7955865,29.81574328,21.9948833,0.635726484,80.01565674,48.04756962,9.337077783,1.076943801,160.7357107,93.28368732,8.11278811,1.010026646,84.19083769,23.41656691,7.459244135,1.828788879,19.31649913,22.79100834,2.405192905,1.424152611,257.5381135,35.24063839,11.16234238,1.531346628,19.67990452,5.149238617,2.522688728,0.641453931,0,17,day,2800.00388586,2385.80352733,216668.005605,393.368071399,53.9656327671,9075.8075295,17.0934153642,2874.72859879,394.38012169
2748.366329,178.5346681,14.65370104,4.355053363,399.8628121,52.18094408,6.227132504,1.192844893,486.0683165,63.65517316,11.22657349,1.01410459,7634.532655,50.94726974,21.78770684,0.89184892,859.6201077,120.9808673,19.22301549,5.13258845,78.46353571,29.27227838,32.37967165,1.803719114,196.6029487,52.43492841,21.69308901,1.306901524,9567.759256,51.4687252,23.47330718,0.678190321,1315.751951,194.2757204,40.37552414,4.712688191,191.5007662,23.23680015,30.50505689,4.059270224,138.9848093,36.35001384,26.32446955,1.582685318,277.0564709,52.93930441,36.6590375,0.758347698,531.2959225,119.3191371,15.22286508,3.373510093,1710.563706,89.0664741,20.84136559,1.288168419,219.5256036,33.77502662,9.189544983,0.739084151,252.4897735,49.46901619,48.9052575,1.412686936,160.8454126,27.40967138,18.66776145,2.919576296,94.69674152,44.57537066,8.670957948,1.3490398,482.7817799,63.65506667,11.22658146,1.014105598,360.3030238,55.13195961,5.319092731,0.556991342,2884.330336,131.9187507,33.88821741,1.739745123,134.9705361,34.46951974,24.77341942,0.784671679,0,17,day,5052.0997416,7414.48310536,388958.594513,4470.49130418,229.505003163,380497.254531,58.9568609662,97744.8135086,5017.99963518
1556.551915,514.2513365,15.95632366,3.136871099,1001.091457,190.7387553,7.399104292,1.387163277,200.3753757,53.80358108,16.11817505,1.547224471,853.5643848,50.43910251,14.46303423,0.687856455,1262.851914,536.6436052,18.91012135,3.636233863,219.2957373,103.1993093,29.09998006,3.397630592,147.0241566,43.23628448,8.527760087,1.492655524,1338.929601,65.9678264,13.93585875,0.908172193,760.4981931,404.3459091,42.00520919,6.887943105,75.26661153,59.16385686,25.12669726,4.122976311,354.0813531,21.73777486,21.81741366,2.266473996,154.3946089,56.5048422,21.11030017,1.7874875,5237.752418,795.6872153,25.46376123,3.504805328,2427.527944,191.331062,31.96820693,1.179286944,776.6727662,37.24760676,29.10969565,1.234838825,105.5313115,59.45511586,27.68439398,0.564030094,133.3977501,86.08380536,21.52326398,2.661753626,86.29897728,36.45907582,10.62426272,1.824704645,202.7574194,53.802931,16.11816884,1.547223732,87.2883405,15.69908567,8.131952283,0.638305252,6269.052468,359.9463285,21.46495257,1.334776769,776.3422364,100.7263678,19.30321339,0.732764017,0,17,day,7696.94073581,28929.2017766,43053.0215038,7726.230869,480.447997369,2256522.41903,28.6509200381,134564.913884,8367.78559793
1209.665892,97.51593251,20.39821545,12.36035773,58.3036016,59.92665033,34.41789303,3.667259573,952.9524276,121.2999062,56.60759351,3.196074802,5462.205411,158.8496076,18.36805599,2.908020994,758.5908608,36.90978165,9.829034376,31.16524153,6693.093181,567.3096043,80.65495466,30.24413609,335.0307482,170.5094967,110.006592,29.96990266,16865.86685,330.3015461,36.96836627,5.869314526,3571.440505,64.03039928,15.04978076,99.21934789,181.8773063,35.76420826,26.62420832,14.82948049,5349.793121,337.8340962,21.21621182,2.742729481,8343.699099,838.9502818,48.0727089,4.190172635,7105.804732,200.6137295,13.32740339,29.55146533,525.1319727,72.51335114,25.25613423,21.25394146,1563.201993,164.8381869,41.10232319,19.31959537,2199.444862,390.6675204,45.84198839,6.570299854,737.2076587,213.4563121,78.43220362,8.965837233,23543.02608,1805.599479,277.7696558,426.7542995,955.2924375,121.3000968,56.60761207,3.196074892,266.0626301,30.30813144,15.63520542,2.326299396,1210.909445,115.236628,45.05703773,4.470289547,200.7576027,33.14324362,25.74951931,21.62375152,0,17,day,1807342.52389,257675.382285,867669.186168,5192.22109567,515.14109358,139541.121255,201.418004783,54559.992551,5413.11583435
97.18579011,39.43342982,24.00391672,12.81728422,237.4228667,91.72594925,19.73195682,9.917635297,337.8678884,64.30969236,10.59019016,2.641526079,148.6677542,82.22139871,36.31765085,2.592252425,228.8264607,113.301262,27.86128707,10.20096218,3608.631727,59.4914232,14.70625911,3.607012994,3983.28669,57.28577373,16.77754879,1.524734656,404.654202,27.1835159,4.825591938,0.871583084,290.0263257,94.13630864,14.36140754,9.980760392,303.4355937,28.05587808,17.49545604,4.136432194,1586.851544,138.0498868,8.869722598,1.071375541,1337.455934,263.595932,21.10071221,2.46070195,467.6546158,214.07729,29.58117315,7.007001536,489.265336,68.28848109,6.473922343,3.468875814,2464.222988,291.7467912,24.0705031,4.042699797,2148.165646,205.4159838,16.32128629,2.022236242,612.1838532,84.47629612,9.040427643,2.064914323,952.1325424,121.3539651,10.62766643,1.198072028,332.9966023,64.31029577,10.59020213,2.641526495,40.10051266,30.03074947,12.9973702,4.000981796,1081.681528,274.805418,55.58278334,6.919147078,398.7019219,55.20700774,6.057696208,5.90690175,0,17,day,219064.676018,718929.14955,12223.6706934,15274.4500094,1901.41910497,297251.944445,384.585452934,60122.8700137,7484.31358379
